messages,labels
not hear from u4 a while . call 4 rude chat private line 01223585334 to cum . wan 2c pic of i gettin shag then text pix to 8552 . 2end send stop 8552 sam xxx,spam
urgent ! your mobile number have be award a < ukp > 2000 prize guaranteed . call 09061790125 from landline . claim 3030 . valid 12hrs only 150ppm,spam
final chance ! claim ur £ 150 worth of discount voucher today ! text yes to 85023 now ! savamob member offer mobile ! t cs savamob pobox84 m263uz . £ 3.00 subs 16,spam
mila age23 blonde new in uk . i look sex with uk guy . if u like fun with i . text mtalk to 69866.18 . 30pp / txt 1st 5free . £ 1.50 increment . help08718728876,spam
download as many ringtone as u like no restriction 1000s 2 choose . u can even send 2 yr buddys . txt sir to 80082 £ 3,spam
double mins & double txt & 1/2 price linerental on latest orange bluetooth mobile . call mobileupd8 for the very late offer . 08000839402 or call2optout / lf56,spam
for ur chance to win a £ 250 wkly shopping spree txt : shop to 80878 . t 's & c 's www.txt-2-shop.com custcare 08715705022 1x150p / wk,spam
ree entry in 2 a weekly comp for a chance to win an ipod . txt pod to 80182 to get entry ( std txt rate ) t & c 's apply 08452810073 for detail 18+,spam
you have 1 new voicemail . please call 08719181513.,spam
hi this be mandy sullivan call from hotmix fm ... you be choose to receive £ 5000.00 in our easter prize draw ..... please telephone 09041940223 to claim before 29/03/05 or your prize will be transfer to someone else ....,spam
your 2004 account for 07xxxxxxxxx show 786 unredeemed point . to claim call 08719181259 identifier code : xxxxx expire 26.03.05,spam
win : we have a winner ! mr. t. foley win an ipod ! more exciting prize soon so keep an eye on ur mobile or visit www.win-82050.co.uk,spam
new tone this week include : 1 ) mcfly - all ab .. 2 ) sara jorge - shock .. 3 ) will smith - switch .. to order follow instruction on next message,spam
last chance ! claim ur £ 150 worth of discount voucher today ! text shop to 85023 now ! savamob offer mobile ! t cs savamob pobox84 m263uz . £ 3.00 sub . 16,spam
splashmobile : choose from 1000s of gr8 tone each wk ! this be a subscrition service with weekly tone cost 300p . u have one credit - kick back and enjoy,spam
free message activate your 500 free text messages by reply to this message with the word free for term & condition visit www.07781482378.com,spam
free entry in 2 a weekly comp for a chance to win an ipod . txt pod to 80182 to get entry ( std txt rate ) t & c 's apply 08452810073 for detail 18+,spam
urgent ! we be try to contact u. todays draw show that you have win a £ 2000 prize guaranteed . call 09066358361 from land line . claim y87 . valid 12hrs only,spam
collect your valentine 's weekend to paris inc flight & hotel + £ 200 prize guarantee ! text : paris to no : 69101 . www.rtf.sphosting.com,spam
urgent ! your mobile number have be award with a £ 2000 prize guaranteed . call 09061790121 from land line . claim 3030 . valid 12hrs only 150ppm,spam
u have a secret admirer . reveal who think u r so special . call 09065174042 . to opt out reply reveal stop . 1.50 per msg recd . cust care 07821230901,spam
moby pub quiz . win a £ 100 high street prize if u know who the new duchess of cornwall will be ? txt her first name to 82277.unsub stop £ 1.50 008704050406 sp,spam
sunshine hols . to claim ur med holiday send a stamp self address envelope to drink on us uk po box 113 bray wicklow eire . quiz start saturday ! unsub stop,spam
have your contract mobile 11 mnth ? latest motorola nokia etc . all free ! double mins & text on orange tariff . text yes for callback no to remove from record,spam
t - mobile customer you may now claim your free camera phone upgrade & a pay & go sim card for your loyalty . call on 0845 021 3680.offer end 28thfeb . t & c 's apply,spam
call 09090900040 & listen to extreme dirty live chat go on in the office right now total privacy no one know your [ sic ] listen 60p min 24/7mp 0870753331018+,spam
free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005 . text fa to 87121 to receive entry question ( std txt rate ) t & c 's apply 08452810075over18 ',spam
valentine day special ! win over £ 1000 in our quiz and take your partner on the trip of a lifetime ! send go to 83600 now . 150p / msg rcvd . custcare:08718720201,spam
500 new mobiles from 2004 must go ! txt : nokia to no : 89545 & collect yours today ! from only £ 1 www.4-tc.biz 2optout 087187262701.50gbp / mtmsg18,spam
500 free text msg . just text ok to 80488 and we 'll credit your account,spam
accordingly . i repeat just text the word ok on your mobile phone and send,spam
it to 80488 . your 500 free text message be valid until 31 december 2005.,spam
this message be bring to you by gmw ltd. and be not connect to the,spam
network operator . the service be free . for t & c 's visit 80488.biz,spam
would you like to see my xxx pic they be so hot they be nearly ban in the uk !,spam
text banneduk to 89555 to see ! cost 150p textoperator g696ga 18 + xxx,spam
free msg : we bill your mobile number by mistake from shortcode 83332.please call 08081263000 to have charge refund . this call will be free from a bt landline,spam
get your garden ready for summer with a free selection of summer bulb and seed worth £ 33:50 only with the scotsman this saturday . to stop go2 notxt.co.uk,spam
update_now - 12mths half price orange line rental : 400mins ... call mobileupd8 on 08000839402 or call2optout = j5q,spam
update_now - xmas offer ! latest motorola sonyericsson & nokia & free bluetooth ! double mins & 1000 txt on orange . call mobileupd8 on 08000839402 or call2optout / f4q=,spam
pdate_now - double min and 1000 txts on orange tariff . latest motorola sonyericsson & nokia & bluetooth free ! call mobileupd8 on 08000839402 or call2optout/ ! yhl,spam
free - message : jamster ! get the crazy frog sound now ! for poly text mad1 for real text mad2 to 88888 . 6 crazy sound for just 3 gbp / week ! 16+only ! t & c 's apply,spam
new textbuddy chat 2 horny guy in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy.com . txt one name to 89693,spam
as one of our registered subscriber u can enter the draw 4 a 100 g.b . gift voucher by reply with enter . to unsubscribe text stop,spam
double min and txts 4 6months free bluetooth on orange . available on sony nokia motorola phone . call mobileupd8 on 08000839402 or call2optout / n9dx,spam
all the last from stereophonics marley dizzee racal libertines and the strokes ! win nookii game with flirt ! ! click themob wap bookmark or text wap to 82468,spam
thank for your ringtone order reference number x49 . your mobile will be charge 4.50 . should your tone not arrive please call customer service 09065989182 . from : [ colour = red ] text [ /colour ] txtstar,spam
u 447801259231 have a secret admirer who be look 2 make contact with u - find out who they r * reveal who think ur so special - call on 09058094597,spam
fancy a shag ? i do . interested ? sextextuk.com txt xxuk suzy to 69876 . txts cost 1.50 per msg . tncs on website . x,spam
sms services . for your inclusive text credit pls goto www.comuk.net login= 3qxj9 unsubscribe with stop no extra charge . help 08702840625.comuk . 220 - cm2 9ae,spam
you can donate £ 2.50 to unicef 's asian tsunami disaster support fund by texte donate to 864233 . £ 2.50 will be add to your next bill,spam
text pass to 69669 to collect your polyphonic ringtone . normal gprs charge apply only . enjoy your tone,spam
"latest nokia mobile or ipod mp3 player + £ 400 proze guaranteed ! reply with : win to 83355 now ! norcorp ltd.£1,50 / mtmsgrcvd18+",spam
call germany for only 1 penny per minute ! call from a fix line via access number 0844 861 85 85 . no prepayment . direct access !,spam
someone u know have ask our date service 2 contact you ! ca nt guess who ? call 09058091854 now all will be reveal . po box385 m6 6wu,spam
hi i be sue . i be 20 year old and work as a lapdancer . i love sex . text i live - i be i my bedroom now . text sue to 89555 . by textoperator g2 1da 150ppmsg 18+,spam
please call 08712402972 immediately as there be an urgent message wait for you,spam
ur award a city break and could win a £ 200 summer shopping spree every wk . txt store to 88039.skilgme . tscs087147403231winawk ! age16+£1.50perwksub,spam
please call 08712402779 immediately as there be an urgent message wait for you,spam
sms services . for your inclusive text credit pls goto www.comuk.net login= * * * * * unsubscribe with stop . no extra charge . help:08700469649 . po box420 . ip4 5we,spam
great new offer - double mins & double txt on good orange tariff and get late camera phone 4 free ! call mobileupd8 free on 08000839402 now ! or 2stoptxt t & cs,spam
we try to contact you re your reply to our offer of a video handset ? 750 anytime any network min ? unlimited text ? camcorder ? reply or call 08000930705 now,spam
this message be free . welcome to the new & improve sex & dogging club ! to unsubscribe from this service reply stop . msgs @ 150p 18+only,spam
get the official england poly ringtone or colour flag on yer mobile for tonight game ! text tone or flag to 84199 . optout txt eng stop box39822 w111wx £ 1.50,spam
we know someone who you know that fancy you . call 09058097218 to find out who . pobox 6 ls15hb 150p,spam
wan na get lay 2nite ? want real dogging location send direct to ur mobile ? join the uk 's large dogging network . txt park to 69696 now ! nyt . ec2a . 3lp £ 1.50 / msg,spam
someone u know have ask our date service 2 contact you ! ca nt guess who ? call 09058097189 now all will be reveal . pobox 6 ls15hb 150p,spam
ur cash - balance be currently 500 pound - to maximize ur cash - in now send cash to 86688 only 150p / msg . cc : 08718720201 po box 114/14 tcr / w1,spam
you 07801543489 be guarantee the latest nokia phone a 40 gb ipod mp3 player or a £ 500 prize ! txt word : collect to no:83355 ! tc - llc ny - usa 150p / mt msgrcvd18+,spam
please call 08712402578 immediately as there be an urgent message wait for you,spam
well do england ! get the official poly ringtone or colour flag on yer mobile ! text tone or flag to 84199 now ! opt - out txt eng stop . box39822 w111wx £ 1.50,spam
you 've win tkts to the euro2004 cup final or £ 800 cash to collect call 09058099801 b4190604 pobox 7876150ppm,spam
your free ringtone be wait to be collect . simply text the password `` mix `` to 85069 to verify . get usher and britney . fml po box 5249 mk17 92h . 450ppw 16,spam
want to funk up ur fone with a weekly new tone reply tones2u 2 this text . www.ringtones.co.uk the original n good . tone 3gbp network operator rate apply,spam
get 3 lions england tone reply lionm 4 mono or lionp 4 poly . 4 more go 2 www.ringtones.co.uk the original n good . tone 3gbp network operator rate apply,spam
we try to contact you re your reply to our offer of a video handset ? 750 anytime network min ? unlimited text ? camcorder ? reply or call 08000930705 now,spam
someone u know have ask our date service 2 contact you ! ca nt guess who ? call 09058095107 now all will be reveal . pobox 7 s3xy 150p,spam
you have win a guarantee £ 200 award or even £ 1000 cashto claim ur award call free on 08000407165 ( 18 + ) 2 stop getstop on 88222 php,spam
urgent ! we be try to contact u. todays draw show that you have win a £ 800 prize guaranteed . call 09050003091 from land line . claim c52 . valid12hr only,spam
have your mobile 11mth ? update for free to orange late colour camera mobile & unlimited weekend call . call mobile upd8 on freefone 08000839402 or 2stoptxt,spam
4mths half price orange line rental & late camera phone 4 free . have your phone 11mths+ ? call mobilesdirect free on 08000938767 to update now ! or2stoptxt t & cs,spam
urgent ! we be try to contact u. todays draw show that you have win a £ 800 prize guaranteed . call 09050001295 from land line . claim a21 . valid 12hrs only,spam
wamma get laid ? want real doggin location send direct to your mobile ? join the uks large dog network . txt dog to 69696 now ! nyt . ec2a . 3lp £ 1.50 / msg .,spam
xclusive @ clubsaisai 2morow 28/5 soiree speciale zouk with nichols from paris.free rose 2 all ladies ! ! ! info : 07946746291/07880867867,spam
ur cash - balance be currently 500 pound - to maximize ur cash - in now send go to 86688 only 150p / meg . cc : 08718720201 hg / suite342/2land row / w1j6hl,spam
18 day to euro2004 kickoff ! u will be keep inform of all the late news and result daily . unsubscribe send get euro stop to 83222.,spam
someone have contact our date service and enter your phone becausethey fancy you ! to find out who it be call from a landline 09058098002 . pobox1 w14rg 150p,spam
lord of the rings : return of the king in store now ! reply lotr by 2 june 4 chance 2 win lotr soundtrack cd stdtxtrate . reply stop to end txts,spam
hot live fantasy call now 08707500020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 be a national rate call,spam
our mobile number have win £ 5000 to claim call we back or ring the claim hot line on 09050005321.,spam
22 day to kick off ! for euro2004 u will be keep up to date with the late news and result daily . to be remove send get txt stop to 83222,spam
urgent ! we be try to contact u. todays draw show that you have win a £ 800 prize guaranteed . call 09050001808 from land line . claim m95 . valid12hr only,spam
hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 .. k,spam
hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 be a national rate call,spam
4mths half price orange line rental & late camera phone 4 free . have your phone 11mth ? call mobilesdirect free on 08000938767 to update now ! or2stoptxt,spam
we try to call you re your reply to our sm for a video mobile 750 min unlimited text + free camcorder reply of call 08000930705 now,spam
urgent ! we be try to contact u. todays draw show that you have win a £ 800 prize guaranteed . call 09050003091 from land line . claim c52 . valid 12hrs only,spam
we try to call you re your reply to our sm for a video mobile 750 min unlimited text free camcorder reply or call now 08000930705 del thurs,spam
guess what ! somebody you know secretly fancy you ! wan na find out who it be ? give we a call on 09065394973 from landline datebox1282essexcm61xn 150p / min 18,spam
free2day sexy st george 's day pic of jordan ! txt pic to 89080 do nt miss out then every wk a saucy celeb ! 4 more pic c pocketbabe.co.uk 0870241182716 £ 3 / wk,spam
someone have conacte our date service and enter your phone because they fancy you ! to find out who it be call from landline 09111030116 . pobox12n146tf15,spam
your chance to be on a reality fantasy show call now = 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 be a national = rate call,spam
ou be guarantee the late nokia phone a 40 gb ipod mp3 player or a £ 500 prize ! txt word : collect to no : 83355 ! ibhltd ldnw15h 150p / mtmsgrcvd18,spam
hard live 121 chat just 60p / min . choose your girl and connect live . call 09094646899 now ! cheap chat uk 's big live service . vu bcm1896wc1n3xx,spam
eastender tv quiz . what flower do dot compare herself to ? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win £ 100 cash wkent/150p16+,spam
you be a £ 1000 winner or guaranteed caller prize this be our final attempt to contact you ! to claim call 09071517866 now ! 150ppmpobox10183bhamb64xe,spam
important message . this be a final contact attempt . you have important message wait out our customer claim dept . expires 13/4/04 . call 08717507382 now !,spam
you be guarantee the late nokia phone a 40 gb ipod mp3 player or a £ 500 prize ! txt word : collect to no : 83355 ! ibhltd ldnw15h 150p / mtmsgrcvd18+,spam
you have be specially select to receive a `` 3000 award ! call 08712402050 before the line close . cost 10ppm . 16 + . t & cs apply . ag promo,spam
hi 07734396839 ibh customer loyalty offer : the new nokia6600 mobile from only £ 10 at txtauction ! txt word : start to no:81151 & get yours now ! 4t &,spam
win a £ 200 shopping spree every week start now . 2 play text store to 88039 . skilgme . tscs08714740323 1winawk ! age16 £ 1.50perweeksub .,spam
customer loyalty offer : the new nokia6650 mobile from only £ 10 at txtauction ! txt word : start to no : 81151 & get yours now ! 4t & ctxt tc 150p / mtmsg,spam
ur go 2 bahamas ! callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of£2000 cash 18+only . to opt out txt x to 07786200117,spam
you be be contact by our date service by someone you know ! to find out who it be call from a land line 09050000928 . pobox45w2tg150p,spam
you be a winner you have be specially select to receive £ 1000 cash or a £ 2000 award . speak to a live operator to claim call 087123002209am-7pm . cost 10p,spam
you have an important customer service announcement from premier.,spam
call freephone 0800 542 0578 now !,spam
you be a winner u have be specially select 2 receive £ 1000 or a 4 * holiday ( flight inc ) speak to a live operator 2 claim 0871277810910p / min ( 18 + ),spam
you be award a sipix digital camera ! call 09061221061 from landline . delivery within 28days . t cs box177 . m221bp . 2yr warranty . 150ppm . 16 . p p£3.99,spam
no . 1 nokia tone 4 ur mob every week ! just txt nok to 87021 . 1st tone free ! so get txtin now and tell ur friend . 150p / tone . 16 reply hl 4info,spam
bored housewife ! chat n date now ! 0871750.77.11 ! bt - national rate 10p / min only from landlines !,spam
please call our customer service representative on freephone 0808 145 4742 between 9am-11pm as you have won a guarantee £ 1000 cash or £ 5000 prize !,spam
you have an important customer service announcement . call freephone 0800 542 0825 now !,spam
please call our customer service representative on freephone 0808 145 4742 between 9am-11pm as you have won a guarantee £ 1000 cash or £ 5000 prize !,spam
no 1 polyphonic tone 4 ur mob every week ! just txt pt2 to 87575 . 1st tone free ! so get txtin now and tell ur friend . 150p / tone . 16 reply hl 4info,spam
i do n't know u and u do n't know i . send chat to 86688 now and let 's find each other ! only 150p / msg rcvd . hg / suite342/2land / row / w1j6hl ldn . 18 year or over .,spam
send a logo 2 ur lover - 2 name join by a heart . txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo ! pobox36504w45wq txtno 4 no ad 150p .,spam
hmv bonus special 500 pound of genuine hmv voucher to be win . just answer 4 easy question . play now ! send hmv to 86688 more info : www.100percent - real.com,spam
ur cash - balance be currently 500 pound - to maximize ur cash - in now send cash to 86688 only 150p / msg . cc : 08708800282 hg / suite342/2land row / w1j6hl,spam
great news ! call freefone 08006344447 to claim your guarantee £ 1000 cash or £ 2000 gift . speak to a live operator now !,spam
you have won a guarantee £ 1000 cash or a £ 2000 prize . to claim yr prize call our customer service representative on,spam
08714712388 between 10am-7pm cost 10p,spam
yes ! the only place in town to meet exciting adult single be now in the uk . txt chat to 86688 now ! 150p / msg .,spam
"congratulation - thank to a good friend u have won the £ 2,000 xmas prize . 2 claim be easy just call 08712103738 now ! only 10p per minute . bt - national - rate",spam
